"id","pais","region","pais_wo","region_wo","continente","poblacion","date_cero","last_updated","casos_total","muertes_total","recuperados_total","muertes_per","recuperados_per","casos_pc","muertes_pc","recuperados_pc","casos_l14","muertes_l14","recuperados_l14","casos_pc_l14","muertes_pc_l14","recuperados_pc_l14","casos_m_l14","muertes_m_l14","recuperados_m_l14","muertes_m_l21","recuperados_m_l21","casos_lw","muertes_lw","recuperados_lw","casos_pc_lw","muertes_pc_lw","recuperados_pc_lw","casos_m_lw","muertes_m_lw","recuperados_m_lw","casos_l3","muertes_l3","recuperados_l3","casos_pc_l3","muertes_pc_l3","recuperados_pc_l3","casos_m_l3","muertes_m_l3","recuperados_m_l3","tendencia","tendencia_val","casos_d","casos_diff","casos_change_per","casos_change_per_m_lw","casos_change_per_m_l3","velocidad","velocidad_val","escenarios","escenarios_color","distribucion","pruebas_total","pruebas_pc","positivos_per","pruebas_lw","pruebas_pc_lw","pruebas_per_lw","hospitalizaciones_total","hospitalizaciones_per","movilidad_total","movilidad_lw","cuarentena_fd","cuarentena_d","region_img","rank_last_updated","rank_color_last_updated","rank_tendencia","rank_color_tendencia","rank_velocidad","rank_color_velocidad","rank_escenarios","rank_color_escenarios","rank_escenarios_color","rank_color_escenarios_color","rank_region_img","rank_color_region_img","rank_cuarentena_fd","rank_color_cuarentena_fd","rank_date_cero","rank_color_date_cero","rank_casos_total","rank_color_casos_total","rank_muertes_total","rank_color_muertes_total","rank_muertes_per","rank_color_muertes_per","rank_casos_pc","rank_color_casos_pc","rank_muertes_pc","rank_color_muertes_pc","rank_casos_l14","rank_color_casos_l14","rank_muertes_l14","rank_color_muertes_l14","rank_recuperados_l14","rank_color_recuperados_l14","rank_casos_pc_l14","rank_color_casos_pc_l14","rank_muertes_pc_l14","rank_color_muertes_pc_l14","rank_recuperados_pc_l14","rank_color_recuperados_pc_l14","rank_casos_m_l14","rank_color_casos_m_l14","rank_muertes_m_l14","rank_color_muertes_m_l14","rank_recuperados_m_l14","rank_color_recuperados_m_l14","rank_casos_l21","rank_color_casos_l21","rank_muertes_l21","rank_color_muertes_l21","rank_recuperados_l21","rank_color_recuperados_l21","rank_casos_pc_l21","rank_color_casos_pc_l21","rank_muertes_pc_l21","rank_color_muertes_pc_l21","rank_recuperados_pc_l21","rank_color_recuperados_pc_l21","rank_muertes_m_l21","rank_color_muertes_m_l21","rank_recuperados_m_l21","rank_color_recuperados_m_l21","rank_casos_lw","rank_color_casos_lw","rank_muertes_lw","rank_color_muertes_lw","rank_casos_pc_lw","rank_color_casos_pc_lw","rank_muertes_pc_lw","rank_color_muertes_pc_lw","rank_casos_m_lw","rank_color_casos_m_lw","rank_muertes_m_lw","rank_color_muertes_m_lw","rank_casos_l3","rank_color_casos_l3","rank_muertes_l3","rank_color_muertes_l3","rank_recuperados_l3","rank_color_recuperados_l3","rank_casos_pc_l3","rank_color_casos_pc_l3","rank_muertes_pc_l3","rank_color_muertes_pc_l3","rank_recuperados_pc_l3","rank_color_recuperados_pc_l3","rank_casos_m_l3","rank_color_casos_m_l3","rank_muertes_m_l3","rank_color_muertes_m_l3","rank_recuperados_m_l3","rank_color_recuperados_m_l3","rank_tendencia_val","rank_color_tendencia_val","rank_casos_d","rank_color_casos_d","rank_casos_diff","rank_color_casos_diff","rank_casos_change_per","rank_color_casos_change_per","rank_casos_change_per_m_lw","rank_color_casos_change_per_m_lw","rank_casos_change_per_m_l3","rank_color_casos_change_per_m_l3","rank_velocidad_val","rank_color_velocidad_val","rank_distribucion","rank_color_distribucion","rank_poblacion","rank_color_poblacion","rank_cuarentena_d","rank_color_cuarentena_d","rank_pruebas_total","rank_color_pruebas_total","rank_pruebas_pc","rank_color_pruebas_pc","rank_positivos_per","rank_color_positivos_per","rank_pruebas_lw","rank_color_pruebas_lw","rank_pruebas_pc_lw","rank_color_pruebas_pc_lw","rank_pruebas_per_lw","rank_color_pruebas_per_lw","rank_hospitalizaciones_total","rank_color_hospitalizaciones_total","rank_hospitalizaciones_per","rank_color_hospitalizaciones_per","rank_recuperados_total","rank_color_recuperados_total","rank_recuperados_lw","rank_color_recuperados_lw","rank_recuperados_pc","rank_color_recuperados_pc","rank_recuperados_per","rank_color_recuperados_per","rank_recuperados_pc_lw","rank_color_recuperados_pc_lw","rank_recuperados_m_lw","rank_color_recuperados_m_lw","rank_movilidad_total","rank_color_movilidad_total","rank_movilidad_lw","rank_color_movilidad_lw"
443,"India","Manipur","India","Manipur","Asia",2855794,"2020-06-07","2020-07-04",1316,0,639,0,48.5562310030395,46.0817551966283,0,22.37556350353,248,0,175,8.68409976349835,0,6.12789297827504,22.1428571428571,0,25,0,20.1428571428571,605,0,246,21.1850014391794,0,8.61406670088949,86.4285714285714,0,35.1428571428571,389,0,86,13.6214306774228,0,3.01142169218088,129.666666666667,0,28.6666666666667,"Aumentando",290.322580645161,195,,0,1261.55555555556,0,"Desacelerando",-100,"<h2>La situación del coronavirus en Manipur es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -20% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.00202565626029375,19556,684.78328618941,6.7293925138065,2817,98.641568684576,0.000365490633566616,,,-21.0095238095238,-20.2,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,4,"gray",1,"gray",11,"gray",13,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"India","Madhya Pradesh","India","Madhya Pradesh","Asia",72626809,"2020-04-08","2020-07-04",14297,593,11049,4.14772329859411,77.2819472616633,19.6855681763466,0.816502897710954,15.2133904162029,1241,49,1091,1.70873540650808,0.0674681989676842,1.50220010354579,154.714285714286,7,155.857142857143,7.71428571428571,214.714285714286,1332,43,1078,1.83403349030521,0.0592067868491923,1.48430037728905,190.285714285714,6.14285714285714,154,436,12,394,0.600329280610415,0.0165228242369839,0.542499395780971,145.333333333333,4,131.333333333333,"Aumentando",22.9916897506925,218,,0,7.66231116933312,-18.6567164179104,"Desacelerando",-343.486801900975,"<h2>La situación del coronavirus en Madhya Pradesh esta controlada:</h2><br><br><br>• La tendencia de casos no parece estar aumentando si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.0220066926697719,212456,292.531095507721,6.72939338027639,30604,42.1387094123879,0.0431376642557375,,,-50.8049382716049,-33.5428571428571,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"India","Mizoram","India","Mizoram","Asia",1097206,"2020-06-12","2020-07-04",162,0,127,0,78.3950617283951,14.764775256424,0,11.5748546763324,14,0,29,1.27596823203665,0,2.64307705207591,3.85714285714286,0,4.14285714285714,0,0,18,0,97,1.64053058404712,0,8.8406370362539,2.57142857142857,0,13.8571428571429,2,0,4,0.182281176005235,0,0.36456235201047,0.666666666666667,0,1.33333333333333,"Descendiendo",-33.3333333333333,1,,0,-15,-75,"Desacelerando",400,"<h2>La situación del coronavirus en Mizoram esta controlada:</h2><br><br><br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.000249358901343152,2407,219.3753953223,6.7303697548816,346,31.5346434489057,5.52617493676473e-06,,,-38.7625,-33.6571428571429,"2020-03-23",105,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",1,"gray",205,"gray",3,"gray",1,"gray",10,"gray",10,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"India","Nagaland","India","Nagaland","Asia",1978502,"2020-06-07","2020-07-04",562,0,228,0,40.5693950177936,28.4053288801325,0,11.5238700794844,221,0,24,11.1700670507283,0,1.2130389557352,6.85714285714286,0,3.42857142857143,0,12.7142857142857,140,0,66,7.07606057512199,0,3.33585712827179,20,0,9.42857142857143,48,0,60,2.4260779114704,0,3.03259738933799,16,0,20,"Aumentando",191.666666666667,24,,0,0.869565217391304,4.34782608695652,"Acelerando",400,"<h2>La situación del coronavirus en Nagaland parece estar controlada:</h2><br><br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede ir flexibilizando las medidas y volver a la normalidad, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil hab.","good",0.000865059892313897,8351,422.087013306027,6.72973296611184,1203,60.8035776562268,6.66554183311482e-05,,,-44.4,-43.5714285714286,"2020-03-24",104,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",,,13,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"India","Orissa","India","Orissa","Asia",41974218,"2020-04-26","2020-07-04",8601,43,5705,0.499941867224741,66.3294965701663,20.4911500674057,0.102443838262812,13.5916766811475,1494,10,1072,3.55932777592188,0.023824148433212,2.55394871204033,161.857142857143,1.42857142857143,153.142857142857,0.285714285714286,134.285714285714,2251,18,1099,5.36281581231603,0.0428834671797816,2.61827391281,321.571428571429,2.57142857142857,157,1285,10,352,3.06140307366775,0.023824148433212,0.838610024849063,428.333333333333,3.33333333333333,117.333333333333,"Aumentando",98.676081200353,643,,0,41.9600666455208,155.776892430279,"Acelerando",271.25034558759,"<h2>La situación del coronavirus en Orissa parece estar controlada:</h2><br><br><br><br><br><b>En conclusión,</b> se puede ir flexibilizando las medidas y volver a la normalidad, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil hab, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.0132391105583484,127812,304.50120595457,6.72941507839639,18411,43.8626396803867,0.0156120466807505,,,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",20,"gray",46,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"India","Punjab","India","Punjab","Asia",27743338,"2020-04-08","2020-07-04",5937,157,4266,2.64443321542867,71.8544719555331,21.3997320726151,0.565901622940974,15.3766644806764,1104,30,642,3.97933370526647,0.108134068077893,2.31406905686691,127,4.28571428571429,91.7142857142857,4.71428571428571,50.1428571428571,881,29,946,3.17553713255413,0.104529599141963,3.40982761338956,125.857142857143,4.14285714285714,135.142857142857,269,8,277,0.969602143765109,0.0288357514874382,0.998437895252547,89.6666666666667,2.66666666666667,92.3333333333333,"Descendiendo",-0.899887514060738,135,,0,12.5580508050805,34,"Acelerando",170.742653678745,"<h2>La situación del coronavirus en Punjab esta controlada:</h2><br><br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.00913854195848328,88225,318.004271872404,6.72938509492774,12709,45.8091957067315,0.0074389552151567,,,-51.5086419753086,-38.2571428571429,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",2,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"India","Puducherry","India","Puducherry","Asia",1247953,"2020-06-16","2020-07-04",904,14,405,1.54867256637168,44.8008849557522,72.4386254931075,1.12183712046848,32.4531452706953,186,2,69,14.9044074576527,0.160262445781211,5.52905437945179,10.1428571428571,0.285714285714286,9.85714285714286,0.714285714285714,7.28571428571429,557,5,218,44.6330911500674,0.400656114453028,17.468606590152,79.5714285714286,0.714285714285714,31.1428571428571,474,2,133,37.9821996501471,0.160262445781211,10.6574526444506,158,0.666666666666667,44.3333333333333,"Aumentando",684.507042253521,237,,0,305.400696864111,1592.85714285714,"Acelerando",421.56303479749,"<h2>La situación del coronavirus en Puducherry es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -44% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.00139148423959388,13433,1076.40271708951,6.72969552594357,1935,155.053916293322,0.000172457829272574,,,-40.9166666666667,-44.3714285714286,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"India","Rajasthan","India","Rajasthan","Asia",68548437,"2020-03-29","2020-07-04",19256,443,15352,2.3005816368924,79.725799750727,28.0910854320427,0.646258353053331,22.3958425193561,2407,54,2093,3.51138567900534,0.0787764132390065,3.05331542424519,305.142857142857,7.71428571428571,299,7.85714285714286,276.714285714286,2312,52,1985,3.37279754460339,0.0758587683042284,2.89576259776718,330.285714285714,7.42857142857143,283.571428571429,944,22,778,1.37712840921522,0.0320940942825582,1.13496387962865,314.666666666667,7.33333333333333,259.333333333333,"Aumentando",8.23970037453183,472,,0,13.2361447388406,55.2631578947368,"Acelerando",317.517026181881,"<h2>La situación del coronavirus en Rajasthan esta controlada:</h2><br><br><br>• La tendencia de casos no parece estar aumentando si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.0296398457053317,286148,417.43913139843,6.72938479388289,41220,60.1326621057749,0.0782541863498916,,,-48.8593406593407,-27.5714285714286,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"India","Sikkim","India","Sikkim","Asia",610577,"2020-07-04","2020-07-04",102,0,52,0,50.9803921568627,16.7055097063925,0,8.51653436012166,14,0,34,2.29291309695583,0,5.56850323546416,1.57142857142857,0,4.85714285714286,0,0.428571428571429,16,0,13,2.62047211080666,0,2.12913359003041,2.28571428571429,0,1.85714285714286,6,0,2,0.982677041552499,0,0.327559013850833,2,0,0.666666666666667,"Aumentando",45.4545454545455,3,,0,10,0,"Desacelerando",-100,"<h2>La situación del coronavirus en Sikkim esta controlada:</h2><br><br><br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.00015700375269754,1515,248.125952992006,6.73267326732673,218,35.7039325097408,2.19225051548385e-06,,,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,1,"gray",1,"gray",20,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,"India","Tamil Nadu","India","Tamil Nadu","Asia",72147030,"2020-04-08","2020-07-04",102721,1385,58378,1.34831241907692,56.831611841785,142.377309225342,1.91969094223283,80.9153197297241,21490,321,12778,29.7863959195548,0.444924759896561,17.7110547724556,2022.57142857143,45.8571428571429,1825.42857142857,43.8571428571429,1129.57142857143,24386,360,14284,33.8004211677182,0.49898103913633,19.798458786176,3483.71428571429,51.4285714285714,2040.57142857143,8672,121,5452,12.0198988094174,0.167713071487489,7.55679062603131,2890.66666666667,40.3333333333333,1817.33333333333,"Aumentando",72.2418420680887,4336,,0,3.26762022047403,11.6950025759918,"Acelerando",257.905808720182,"<h2>La situación del coronavirus en Tamil Nadu es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -44% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.158113553733765,1526456,2115.7572252108,6.72937837710356,219889,304.779004762913,2.22687714678387,,,-45.5827160493827,-44.0571428571429,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"India","Tripura","India","Tripura","Asia",3673917,"2020-05-09","2020-07-04",1533,1,1199,0.0652315720808871,78.2126549249837,41.7265822826155,0.027218905598575,32.6354678126915,150,0,398,4.08283583978625,0,10.8331244282329,72.4285714285714,0,56.8571428571429,0,57.4285714285714,194,0,121,5.28046768612356,0,3.29348757742758,27.7142857142857,0,17.2857142857143,132,0,106,3.5928955390119,0,2.88520399344895,44,0,35.3333333333333,"Descendiendo",-61.7357001972387,66,,0,176.372549019608,725,"Acelerando",311.061700944969,"<h2>La situación del coronavirus en Tripura esta controlada:</h2><br><br><br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.00235967404789538,22780,620.046669535539,6.72958735733099,3281,89.3052292689247,0.000495886060982943,,,-25.976,-20.0571428571429,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",2,"gray",,,1,"gray",1,"gray",11,"gray",34,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"India","Telangana","India","Telangana","Asia",35003674,"2020-04-08","2020-07-04",20462,283,10195,1.38305151011631,49.8240641188545,58.4567208573591,0.808486560582183,29.1255140817504,1834,34,1260,5.23945000744779,0.0971326609886722,3.59962214252138,333.571428571429,4.85714285714286,180,3,164.857142857143,11556,46,5429,33.0136773642675,0.131414776631733,15.5098004855147,1650.85714285714,6.57142857142857,775.571428571429,7269,23,2901,20.7663915507841,0.0657073883158665,8.28770145670994,2423,7.66666666666667,967,"Aumentando",394.903640256959,3635,,0,327.890229513188,0,"Desacelerando",-100,"<h2>La situación del coronavirus en Telangana es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -41% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.0314961841931085,304069,868.677385122487,6.72939365736066,43801,125.132578940142,0.0883620171759769,,,-53.7654320987654,-40.6285714285714,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"India","Uttarakhand","India","Uttarakhand","Asia",10086292,"2020-05-20","2020-07-04",3048,42,2481,1.37795275590551,81.3976377952756,30.2192322014869,0.416406742933875,24.5977411718796,490,10,459,4.85807866756188,0.0991444626033036,4.55073083349163,73.7142857142857,1.42857142857143,65.5714285714286,0.571428571428571,53.2857142857143,257,5,572,2.5480126889049,0.0495722313016518,5.67106326090896,36.7142857142857,0.714285714285714,81.7142857142857,101,1,164,1.00135907229337,0.00991444626033036,1.62596918669418,33.6666666666667,0.333333333333333,54.6666666666667,"Descendiendo",-50.1937984496124,51,,0,81.2484848484848,-24.2424242424242,"Desacelerando",-129.837386244965,"<h2>La situación del coronavirus en Uttarakhand esta controlada:</h2><br><br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.00469164155119708,45293,449.055014469143,6.72951670236019,6524,64.6818474023952,0.00196048006487114,,,-31.8205128205128,-28.1428571428571,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",1,"gray",,,1,"gray",1,"gray",11,"gray",26,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"India","Uttar Pradesh","India","Uttar Pradesh","Asia",199812341,"2020-03-29","2020-07-04",25797,749,17597,2.90343838430825,68.2133581424197,12.9106139645298,0.374851721496021,8.80676334200999,4414,120,3846,2.20907276192715,0.0600563505734613,1.92480603587944,573.857142857143,17.1428571428571,549.428571428571,20.5714285714286,356.285714285714,4248,100,3382,2.12599481030053,0.0500469588112178,1.69258814699538,606.857142857143,14.2857142857143,483.142857142857,1741,31,968,0.871317552903301,0.0155145572314775,0.484454561292588,580.333333333333,10.3333333333333,322.666666666667,"Aumentando",5.75056011949215,871,,0,9.85164318120796,54.2553191489362,"Acelerando",450.723550893808,"<h2>La situación del coronavirus en Uttar Pradesh esta controlada:</h2><br><br><br>• La tendencia de casos no parece estar aumentando si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.0397080961601808,383349,191.854516133215,6.72937714719485,55222,27.6369315947307,0.140447770918788,,,-46.3912087912088,-27.7714285714286,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"India","West Bengal","India","West Bengal","Asia",91276115,"2020-04-08","2020-07-04",20488,717,13571,3.49960952752831,66.2387739164389,22.4461788278346,0.785528612824943,14.868073646649,3180,89,2924,3.48393443344954,0.0975063410619525,3.20346675578819,1134.85714285714,12.7142857142857,417.714285714286,12.7142857142857,522.714285714286,3777,88,2782,4.13799382237073,0.0964107641960879,3.04789484083541,539.571428571429,12.5714285714286,397.428571428571,1318,34,1043,1.44397030920959,0.0372496134393976,1.14268667109681,439.333333333333,11.3333333333333,347.666666666667,"Descendiendo",-52.4546827794562,659,,0,4.98691727912141,7.85597381342062,"Acelerando",57.5316648285108,"<h2>La situación del coronavirus en West Bengal esta controlada:</h2><br><br><br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.0315362047575216,304456,333.554950273683,6.72937961478834,43857,48.0487146062253,0.0885874094355998,,,-50.3432098765432,-33.4571428571429,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",2,"gray",,,1,"gray",1,"gray",11,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
